Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1981,Bob Knepper,27,US,,L,L,"6' 3""",195,"May 25, 1954",6,22,22,22,22,22,0,0,0,0,0,0,0,0,0,-,0,0,3.6,Yes,No
1981,Alan Knicely,26,US,,R,R,"6' 0""",190,"May 19, 1955",3,3,1,3,3,0,2,0,0,0,0,1,0,0,1,-,1,0,0.3,No,No
1981,Frank LaCorte,29,US,,R,R,"6' 1""",180,"Oct 13, 1951",7,37,0,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1981,Rafael Landestoy,28,DO,,B,R,"5' 10""",165,"May 28, 1953",5,35,24,35,31,0,0,0,31,0,0,0,0,0,0,-,5,3,-1.1,No,No
1981,Jeffrey Leonard,25,US,,R,R,"6' 2""",200,"Sep 22, 1955",5,7,4,7,4,0,0,2,0,0,0,0,0,2,2,-,3,0,-0.1,No,No
1981,Scott Loucks,24,US,,R,R,"6' 0""",178,"Nov 11, 1956",2,10,1,10,5,0,0,0,0,0,0,0,5,0,5,-,0,5,0.3,No,No
1981,Joe Niekro,36,US,,R,R,"6' 1""",185,"Nov 7, 1944",15,24,24,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,2,No,No
1981,Bert Peña,21,PR,,R,R,"5' 11""",165,"Jul 11, 1959",1st,4,0,4,3,0,0,0,0,0,3,0,0,0,0,-,2,0,0,No,No
1981,Joe Pittman,28,US,,R,R,"6' 1""",180,"Jan 1, 1953",1st,52,34,52,38,0,0,0,35,4,0,0,0,0,0,-,17,0,-0.2,No,No
1981,Gordie Pladson,24,CA,,R,R,"6' 4""",210,"Jul 31, 1956",3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1981,Terry Puhl,24,CA,,L,R,"6' 2""",195,"Jul 8, 1956",5,96,86,96,88,0,0,0,0,0,0,0,20,71,88,-,10,0,1.9,No,No
1981,Luis Pujols,25,DO,,R,R,"6' 2""",175,"Nov 18, 1955",5,40,35,40,39,0,39,0,0,0,0,0,0,0,0,-,4,0,-0.2,No,No
1981,Craig Reynolds,28,US,,L,R,"6' 1""",175,"Dec 27, 1952",7,87,83,87,85,0,0,0,0,0,85,0,0,0,0,-,2,1,1.5,No,No
1981,Dave Roberts,30,US,,R,R,"6' 3""",215,"Feb 17, 1951",9,27,10,27,21,0,1,10,3,7,0,0,0,0,0,-,13,0,0,No,No
1981,Vern Ruhle,30,US,,R,R,"6' 1""",185,"Jan 25, 1951",8,20,15,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,1.9,No,No
1981,Nolan Ryan,34,US,,R,R,"6' 2""",170,"Jan 31, 1947",15,21,21,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,5.1,Yes,Yes
1981,Joe Sambito,29,US,,L,L,"6' 1""",185,"Jun 28, 1952",6,49,0,49,49,49,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1981,Tony Scott,29,US,,B,R,"6' 0""",164,"Sep 18, 1951",8,55,55,55,55,0,0,0,0,0,0,0,55,0,55,-,0,0,1.3,No,No
1981,Billy Smith,26,US,,R,R,"6' 7""",200,"Sep 13, 1954",1st,10,1,10,10,10,0,0,0,0,0,0,0,0,0,-,0,0,0.3,No,No
1981,Dave Smith,26,US,,R,R,"6' 1""",195,"Jan 21, 1955",2,42,0,42,42,42,0,0,0,0,0,0,0,0,0,-,0,0,0.7,No,No
1981,Harry Spilman,26,US,,L,R,"6' 1""",180,"Jul 18, 1954",4,28,4,28,13,0,0,13,0,0,0,0,0,0,0,-,19,1,0,No,No
1981,Bobby Sprowl,25,US,,L,L,"6' 2""",190,"Apr 14, 1956",4,15,1,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,-1,No,No
1981,Don Sutton,36,US,,R,R,"6' 1""",185,"Apr 2, 1945",16,23,23,23,23,23,0,0,0,0,0,0,0,0,0,-,0,0,2.9,No,Yes
1981,Dickie Thon,23,US,,R,R,"5' 11""",160,"Jun 20, 1958",3,49,25,49,43,0,0,0,29,5,13,0,0,0,0,-,2,10,0.2,No,No
1981,Tim Tolman,25,US,,R,R,"6' 0""",190,"Apr 20, 1956",1st,4,1,4,3,0,0,0,0,0,0,3,0,1,3,-,2,0,-0.1,No,No
1981,Denny Walling,27,US,,L,R,"6' 0""",180,"Apr 17, 1954",7,65,39,65,50,0,0,27,0,0,0,5,1,21,27,-,20,1,0.2,No,No
1981,Gary Woods,27,US,,R,R,"6' 2""",185,"Jul 20, 1953",5,54,24,54,40,0,0,0,0,0,0,2,3,35,40,-,20,2,-0.1,No,No
1982,Alan Ashby,30,US,,B,R,"6' 2""",185,"Jul 8, 1951",10,100,90,100,95,0,95,0,0,0,0,0,0,0,0,-,8,0,0.7,No,No
1982,Kevin Bass,23,US,,B,R,"6' 0""",183,"May 12, 1959",1st,12,7,12,7,0,0,0,0,0,0,4,4,0,7,-,0,5,-0.9,No,No
1982,Danny Boone,28,US,,L,L,"5' 8""",150,"Jan 14, 1954",2,10,0,10,10,10,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1982,George Cappuzzello,28,US,,R,L,"6' 0""",175,"Jan 15, 1954",2,17,0,17,17,17,0,0,0,0,0,0,0,0,0,-,0,0,0.4,No,No
1982,José Cruz,34,PR,,L,L,"6' 0""",170,"Aug 8, 1947",13,155,153,155,155,0,0,0,0,0,0,155,0,0,155,-,2,0,2.4,No,No
1982,Frank DiPino,25,US,,L,L,"5' 10""",175,"Oct 22, 1956",2,6,6,6,6,6,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1982,Bill Doran,24,US,,B,R,"5' 11""",175,"May 28, 1958",1st,26,26,26,26,0,0,0,26,0,0,0,0,0,0,-,0,0,0.6,No,No
1982,Kiko Garcia,28,US,,R,R,"5' 11""",180,"Oct 14, 1953",7,34,17,34,24,0,0,0,1,2,21,0,0,0,0,-,10,1,-0.3,No,No
1982,Phil Garner,33,US,,R,R,"5' 10""",175,"Apr 30, 1949",10,155,153,155,154,0,0,0,136,18,0,0,0,0,0,-,1,0,3.5,No,No
1982,Danny Heep,24,US,,L,L,"5' 11""",185,"Jul 3, 1957",4,85,51,85,55,0,0,16,0,0,0,1,0,39,39,-,32,0,0.1,No,No
1982,Art Howe,35,US,,R,R,"6' 2""",190,"Dec 15, 1946",9,110,106,110,106,0,0,35,0,72,0,0,0,0,0,-,4,0,1.4,No,No
1982,Mike Ivie,29,US,,R,R,"6' 3""",205,"Aug 8, 1952",10,7,0,7,0,0,0,0,0,0,0,0,0,0,0,-,7,0,0,No,No
1982,Bob Knepper,28,US,,L,L,"6' 3""",195,"May 25, 1954",7,33,29,33,33,33,0,0,0,0,0,0,0,0,0,-,0,0,-1.2,No,No
1982,Alan Knicely,27,US,,R,R,"6' 0""",190,"May 19, 1955",4,59,32,59,41,0,23,0,0,1,0,2,0,15,17,-,22,0,-0.7,No,No
1982,Ray Knight,29,US,,R,R,"6' 1""",185,"Dec 28, 1952",7,158,158,158,158,0,0,96,0,67,0,0,0,0,0,-,0,0,3.1,Yes,No
1982,Frank LaCorte,30,US,,R,R,"6' 1""",180,"Oct 13, 1951",8,55,0,55,55,55,0,0,0,0,0,0,0,0,0,-,0,0,-1.4,No,No
1982,Mike LaCoss,26,US,,R,R,"6' 5""",185,"May 30, 1956",5,41,8,41,41,41,0,0,0,0,0,0,0,0,0,-,0,0,2,No,No
1982,Scott Loucks,25,US,,R,R,"6' 0""",178,"Nov 11, 1956",3,44,8,44,37,0,0,0,0,0,0,0,37,0,37,-,6,6,0.2,No,No
1982,Randy Moffitt,33,US,,R,R,"6' 3""",190,"Oct 13, 1948",11,30,0,30,30,30,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1982,Joe Niekro,37,US,,R,R,"6' 1""",185,"Nov 7, 1944",16,35,35,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,6.1,No,No
1982,Joe Pittman,29,US,,R,R,"6' 1""",180,"Jan 1, 1953",2,15,0,15,4,0,0,0,0,3,0,0,0,1,1,-,9,4,0,No,No
1982,Gordie Pladson,25,CA,,R,R,"6' 4""",210,"Jul 31, 1956",4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1982,Terry Puhl,25,CA,,L,R,"6' 2""",195,"Jul 8, 1956",6,145,127,145,138,0,0,0,0,0,0,0,32,123,138,-,8,5,1,No,No
1982,Luis Pujols,26,DO,,R,R,"6' 2""",175,"Nov 18, 1955",6,65,56,65,64,0,64,0,0,0,0,0,0,0,0,-,1,0,-0.7,No,No
1982,Larry Ray,24,US,,L,R,"6' 1""",195,"Mar 11, 1958",1st,5,1,5,1,0,0,0,0,0,0,0,0,1,1,-,4,0,-0.1,No,No
1982,Craig Reynolds,29,US,,L,R,"6' 1""",175,"Dec 27, 1952",8,54,32,54,42,0,0,0,0,7,35,0,0,0,0,-,5,15,0.2,No,No
1982,Bert Roberge,27,US,,R,R,"6' 4""",190,"Oct 3, 1954",3,22,0,22,22,22,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1982,Mark Ross,27,US,,R,R,"6' 0""",195,"Aug 8, 1954",1st,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1982,Vern Ruhle,31,US,,R,R,"6' 1""",185,"Jan 25, 1951",9,31,21,31,31,31,0,0,0,0,0,0,0,0,0,-,0,0,-0.6,No,No
1982,Nolan Ryan,35,US,,R,R,"6' 2""",170,"Jan 31, 1947",16,35,35,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,3.1,No,Yes
1982,Joe Sambito,30,US,,L,L,"6' 1""",185,"Jun 28, 1952",7,10,0,10,9,9,0,0,0,0,0,0,0,0,0,-,0,1,0.6,No,No
1982,Tony Scott,30,US,,B,R,"6' 0""",164,"Sep 18, 1951",9,132,115,132,129,0,0,0,0,0,0,2,125,3,129,-,11,5,-0.1,No,No
1982,Dave Smith,27,US,,R,R,"6' 1""",195,"Jan 21, 1955",3,49,1,49,49,49,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1982,Harry Spilman,27,US,,L,R,"6' 1""",180,"Jul 18, 1954",5,38,10,38,11,0,0,11,0,0,0,0,0,0,0,-,27,0,0.4,No,No
1982,Don Sutton,37,US,,R,R,"6' 1""",185,"Apr 2, 1945",17,27,27,27,27,27,0,0,0,0,0,0,0,0,0,-,0,0,2.5,No,Yes
1982,Dickie Thon,24,US,,R,R,"5' 11""",160,"Jun 20, 1958",4,136,120,136,127,0,0,0,1,8,119,0,0,0,0,-,9,3,6.1,No,No
1982,Tim Tolman,26,US,,R,R,"6' 0""",190,"Apr 20, 1956",2,15,6,15,6,0,0,1,0,0,0,4,0,1,5,-,9,0,0.1,No,No
1982,Denny Walling,28,US,,L,R,"6' 0""",180,"Apr 17, 1954",8,85,28,85,51,0,0,20,0,0,0,4,11,18,32,-,37,6,0.2,No,No
1983,Alan Ashby,31,US,,B,R,"6' 2""",185,"Jul 8, 1951",11,87,78,87,85,0,85,0,0,0,0,0,0,0,0,-,6,0,0.3,No,No
1983,Kevin Bass,24,US,,B,R,"6' 0""",183,"May 12, 1959",2,88,34,88,53,0,0,0,0,0,0,0,6,47,53,-,45,3,-0.2,No,No
1983,George Bjorkman,26,US,,R,R,"6' 2""",190,"Aug 26, 1956",1st,29,25,29,29,0,29,0,0,0,0,0,0,0,0,-,0,1,0.3,No,No
1983,José Cruz,35,PR,,L,L,"6' 0""",170,"Aug 8, 1947",14,160,158,160,160,0,0,0,0,0,0,160,0,0,160,-,2,0,6.2,No,No
1983,Bill Dawley,25,US,,R,R,"6' 5""",235,"Feb 6, 1958",1st,48,0,48,48,48,0,0,0,0,0,0,0,0,0,-,0,0,1.3,Yes,No
1983,Frank DiPino,26,US,,L,L,"5' 10""",175,"Oct 22, 1956",3,53,0,53,53,53,0,0,0,0,0,0,0,0,0,-,0,0,1.7,No,No
1983,Bill Doran,25,US,,B,R,"5' 11""",175,"May 28, 1958",2,154,151,154,153,0,0,0,153,0,0,0,0,0,0,-,3,0,4.8,No,No
1983,Phil Garner,34,US,,R,R,"5' 10""",175,"Apr 30, 1949",11,154,153,154,154,0,0,0,0,154,0,0,0,0,0,-,1,0,2,No,No
1983,Jeff Heathcock,23,US,,R,R,"6' 4""",205,"Nov 18, 1959",1st,6,3,6,6,6,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1983,Bob Knepper,29,US,,L,L,"6' 3""",195,"May 25, 1954",8,35,29,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1983,Ray Knight,30,US,,R,R,"6' 1""",185,"Dec 28, 1952",8,145,141,145,143,0,0,143,0,0,0,0,0,0,0,-,4,0,3.1,No,No
1983,Frank LaCorte,31,US,,R,R,"6' 1""",180,"Oct 13, 1951",9,37,0,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,-1.1,No,No
1983,Mike LaCoss,27,US,,R,R,"6' 5""",185,"May 30, 1956",6,38,17,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,-1.6,No,No
1983,Scott Loucks,26,US,,R,R,"6' 0""",178,"Nov 11, 1956",4,7,3,7,6,0,0,0,0,0,0,1,5,0,6,-,1,0,0.1,No,No
1983,Mike Madden,26,US,,L,L,"6' 1""",190,"Jan 13, 1957",1st,28,13,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,0.7,No,No
1983,John Mizerock,22,US,,L,R,"5' 11""",190,"Dec 8, 1960",1st,33,30,33,33,0,33,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1983,Omar Moreno,30,PA,,L,L,"6' 2""",180,"Oct 24, 1952",9,97,94,97,97,0,0,0,0,0,0,0,97,0,97,-,1,0,1.6,No,No
1983,Jerry Mumphrey,30,US,,B,R,"6' 2""",185,"Sep 9, 1952",10,44,43,44,43,0,0,0,0,0,0,0,43,0,43,-,1,0,1.4,No,No
1983,Joe Niekro,38,US,,R,R,"6' 1""",185,"Nov 7, 1944",17,38,38,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,1.1,No,No
1983,Bert Peña,23,PR,,R,R,"5' 11""",165,"Jul 11, 1959",2,4,3,4,4,0,0,0,0,0,4,0,0,0,0,-,0,0,0,No,No
1983,Terry Puhl,26,CA,,L,R,"6' 2""",195,"Jul 8, 1956",7,137,111,137,124,0,0,0,0,0,0,0,13,118,124,-,16,1,3.4,No,No
1983,Luis Pujols,27,DO,,R,R,"6' 2""",175,"Nov 18, 1955",7,40,28,40,40,0,40,0,0,0,0,0,0,0,0,-,0,0,-1.4,No,No
1983,Craig Reynolds,30,US,,L,R,"6' 1""",175,"Dec 27, 1952",9,65,16,65,50,0,0,0,26,15,8,1,0,0,1,-,14,10,-0.3,No,No
1983,Vern Ruhle,32,US,,R,R,"6' 1""",185,"Jan 25, 1951",10,41,9,41,41,41,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1983,Nolan Ryan,36,US,,R,R,"6' 2""",170,"Jan 31, 1947",17,29,29,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,2.1,No,Yes
1983,Mike Scott,28,US,,R,R,"6' 2""",210,"Apr 26, 1955",5,24,24,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1983,Tony Scott,31,US,,B,R,"6' 0""",164,"Sep 18, 1951",10,80,34,80,60,0,0,0,0,0,0,6,31,27,60,-,29,0,-0.2,No,No
1983,Dave Smith,28,US,,R,R,"6' 1""",195,"Jan 21, 1955",4,42,0,42,42,42,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1983,Julio Solano,23,DO,,R,R,"6' 1""",160,"Jan 8, 1960",1st,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1983,Harry Spilman,28,US,,L,R,"6' 1""",180,"Jul 18, 1954",6,42,12,42,25,0,6,19,0,0,0,0,0,0,0,-,25,0,-0.6,No,No
1983,Dickie Thon,25,US,,R,R,"5' 11""",160,"Jun 20, 1958",5,154,154,154,154,0,0,0,0,0,154,0,0,0,0,-,0,0,7.4,Yes,No
1983,Tim Tolman,27,US,,R,R,"6' 0""",190,"Apr 20, 1956",3,43,7,43,10,0,0,7,0,0,0,3,0,0,3,-,35,0,0,No,No
1983,Denny Walling,29,US,,L,R,"6' 0""",180,"Apr 17, 1954",9,100,21,100,66,0,0,42,0,13,0,2,0,12,13,-,42,14,0.5,No,No
1984,Alan Ashby,32,US,,B,R,"6' 2""",185,"Jul 8, 1951",12,66,53,66,63,0,63,0,0,0,0,0,0,0,0,-,4,0,0.5,No,No
1984,Mark Bailey,22,US,,B,R,"6' 5""",195,"Nov 4, 1961",1st,108,103,108,108,0,108,0,0,0,0,0,0,0,0,-,0,0,1,No,No
1984,Alan Bannister,32,US,,R,R,"5' 11""",170,"Sep 3, 1951",11,9,4,9,5,0,0,0,0,0,4,1,0,0,1,-,3,1,-0.1,No,No
1984,Kevin Bass,25,US,,B,R,"6' 0""",183,"May 12, 1959",3,121,64,121,81,0,0,0,0,0,0,0,31,52,81,-,44,0,0.2,No,No
1984,Enos Cabell,34,US,,R,R,"6' 4""",170,"Oct 8, 1949",13,127,104,127,112,0,0,112,0,0,0,0,0,0,0,-,19,0,1.3,No,No
1984,Jeff Calhoun,26,US,,L,L,"6' 2""",190,"Apr 11, 1958",1st,9,0,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1984,José Cruz,36,PR,,L,L,"6' 0""",170,"Aug 8, 1947",15,160,159,160,160,0,0,0,0,0,0,160,0,0,160,-,1,0,6.3,No,No
1984,Glenn Davis,23,US,,R,R,"6' 3""",205,"Mar 28, 1961",1st,18,15,18,16,0,0,16,0,0,0,0,0,0,0,-,2,0,0,No,No
1984,Bill Dawley,26,US,,R,R,"6' 5""",235,"Feb 6, 1958",2,60,0,60,60,60,0,0,0,0,0,0,0,0,0,-,0,0,3.1,No,No
1984,Frank DiPino,27,US,,L,L,"5' 10""",175,"Oct 22, 1956",4,57,0,57,57,57,0,0,0,0,0,0,0,0,0,-,0,1,0,No,No
1984,Bill Doran,26,US,,B,R,"5' 11""",175,"May 28, 1958",3,147,138,147,145,0,0,0,139,0,13,0,0,0,0,-,2,0,4,No,No
1984,Phil Garner,35,US,,R,R,"5' 10""",175,"Apr 30, 1949",12,128,93,128,114,0,0,0,36,82,0,0,0,0,0,-,24,2,3.3,No,No
1984,Bob Knepper,30,US,,L,L,"6' 3""",195,"May 25, 1954",9,35,34,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,3.2,No,No
1984,Ray Knight,31,US,,R,R,"6' 1""",185,"Dec 28, 1952",9,88,69,88,78,0,0,24,0,54,0,0,0,0,0,-,11,1,-1.5,No,No
1984,Mike LaCoss,28,US,,R,R,"6' 5""",185,"May 30, 1956",7,39,18,39,39,39,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1984,Mike Madden,27,US,,L,L,"6' 1""",190,"Jan 13, 1957",2,17,7,17,17,17,0,0,0,0,0,0,0,0,0,-,0,0,-0.5,No,No
1984,Jerry Mumphrey,31,US,,B,R,"6' 2""",185,"Sep 9, 1952",11,151,136,151,137,0,0,0,0,0,0,0,137,0,137,-,15,0,2.7,Yes,No
1984,Joe Niekro,39,US,,R,R,"6' 1""",185,"Nov 7, 1944",18,38,38,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,2.2,No,No
1984,Jim Pankovits,28,US,,R,R,"5' 10""",170,"Aug 6, 1955",1st,53,7,53,20,0,0,0,15,0,4,3,0,0,3,-,41,1,0.3,No,No
1984,Bert Peña,24,PR,,R,R,"5' 11""",165,"Jul 11, 1959",3,24,10,24,21,0,0,0,0,0,21,0,0,0,0,-,2,2,0,No,No
1984,Terry Puhl,27,CA,,L,R,"6' 2""",195,"Jul 8, 1956",8,132,122,132,126,0,0,0,0,0,0,8,0,123,126,-,8,0,3,No,No
1984,Craig Reynolds,31,US,,L,R,"6' 1""",175,"Dec 27, 1952",10,146,137,146,144,0,0,0,0,1,143,0,0,0,0,-,5,1,3.1,No,No
1984,Mike Richardt,26,US,,R,R,"6' 0""",170,"May 24, 1958",4,16,0,16,0,0,0,0,0,0,0,0,0,0,0,-,15,1,0,No,No
1984,Mark Ross,29,US,,R,R,"6' 0""",195,"Aug 8, 1954",2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,1,0.1,No,No
1984,Vern Ruhle,33,US,,R,R,"6' 1""",185,"Jan 25, 1951",11,40,6,40,40,40,0,0,0,0,0,0,0,0,0,-,0,0,-1.3,No,No
1984,Nolan Ryan,37,US,,R,R,"6' 2""",170,"Jan 31, 1947",18,30,30,30,30,30,0,0,0,0,0,0,0,0,0,-,0,0,1.8,No,Yes
1984,Joe Sambito,32,US,,L,L,"6' 1""",185,"Jun 28, 1952",8,32,0,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1984,Mike Scott,29,US,,R,R,"6' 2""",210,"Apr 26, 1955",6,31,29,31,31,31,0,0,0,0,0,0,0,0,0,-,0,0,-1.7,No,No
1984,Tony Scott,32,US,,B,R,"6' 0""",164,"Sep 18, 1951",11,25,2,25,6,0,0,0,0,0,0,1,5,0,6,-,15,6,0.2,No,No
1984,Dave Smith,29,US,,R,R,"6' 1""",195,"Jan 21, 1955",5,53,0,53,53,53,0,0,0,0,0,0,0,0,0,-,0,0,1.6,No,No
1984,Julio Solano,24,DO,,R,R,"6' 1""",160,"Jan 8, 1960",2,31,0,31,31,31,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1984,Harry Spilman,29,US,,L,R,"6' 1""",180,"Jul 18, 1954",7,32,18,32,24,0,8,18,0,0,0,0,0,0,0,-,12,0,0.2,No,No
1984,Dickie Thon,26,US,,R,R,"5' 11""",160,"Jun 20, 1958",6,5,5,5,5,0,0,0,0,0,5,0,0,0,0,-,0,0,0.1,No,No
1984,Tim Tolman,28,US,,R,R,"6' 0""",190,"Apr 20, 1956",4,14,1,14,4,0,0,1,0,0,0,1,0,2,3,-,10,0,-0.1,No,No
1984,Denny Walling,30,US,,L,R,"6' 0""",180,"Apr 17, 1954",10,87,52,87,65,0,0,16,0,52,0,3,3,0,6,-,32,0,1.8,No,No
1984,Tom Wieghaus,27,US,,R,R,"6' 0""",195,"Feb 1, 1957",3,6,4,6,6,0,6,0,0,0,0,0,0,0,0,-,0,1,-0.3,No,No
1985,Alan Ashby,33,US,,B,R,"6' 2""",185,"Jul 8, 1951",13,65,55,65,60,0,60,0,0,0,0,0,0,0,0,-,6,0,1.6,No,No
1985,Mark Bailey,23,US,,B,R,"6' 5""",195,"Nov 4, 1961",2,114,96,114,111,0,110,2,0,0,0,0,0,0,0,-,6,0,1.8,No,No
1985,Kevin Bass,26,US,,B,R,"6' 0""",183,"May 12, 1959",4,150,130,150,141,0,0,0,0,0,0,10,105,39,141,-,12,1,2.1,No,No
1985,Eric Bullock,25,US,,L,L,"5' 11""",185,"Feb 16, 1960",1st,18,3,18,7,0,0,0,0,0,0,4,0,3,7,-,12,2,0,No,No
1985,Enos Cabell,35,US,,R,R,"6' 4""",170,"Oct 8, 1949",14,60,29,60,49,0,0,49,0,0,0,0,0,0,0,-,23,3,0.3,No,No
1985,Jeff Calhoun,27,US,,L,L,"6' 2""",190,"Apr 11, 1958",2,44,0,44,44,44,0,0,0,0,0,0,0,0,0,-,0,1,1.1,No,No
1985,José Cruz,37,PR,,L,L,"6' 0""",170,"Aug 8, 1947",16,141,137,141,137,0,0,0,0,0,0,136,1,0,137,-,4,0,3.1,Yes,No
1985,Glenn Davis,24,US,,R,R,"6' 3""",205,"Mar 28, 1961",2,100,96,100,97,0,0,89,0,0,0,0,0,9,9,-,4,0,1.8,No,No
1985,Bill Dawley,27,US,,R,R,"6' 5""",235,"Feb 6, 1958",3,49,0,49,49,49,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1985,Jim Deshaies,25,US,,L,L,"6' 4""",222,"Jun 23, 1960",2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1985,Frank DiPino,28,US,,L,L,"5' 10""",175,"Oct 22, 1956",5,54,0,54,54,54,0,0,0,0,0,0,0,0,0,-,0,0,-1.1,No,No
1985,Bill Doran,27,US,,B,R,"5' 11""",175,"May 28, 1958",4,148,145,148,147,0,0,0,147,0,0,0,0,0,0,-,3,0,5.4,No,No
1985,Ty Gainey,24,US,,L,R,"6' 1""",190,"Dec 25, 1960",1st,13,7,13,9,0,0,0,0,0,0,0,8,1,9,-,3,2,-0.3,No,No
1985,Phil Garner,36,US,,R,R,"5' 10""",175,"Apr 30, 1949",13,135,112,135,134,0,0,0,15,123,0,0,0,0,0,-,17,1,1,No,No
1985,Jeff Heathcock,25,US,,R,R,"6' 4""",205,"Nov 18, 1959",2,14,7,14,14,14,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1985,Chris Jones,27,US,,L,L,"6' 0""",183,"Jul 13, 1957",1st,31,0,31,15,0,0,0,0,0,0,2,9,4,15,-,17,0,-0.1,No,No
1985,Charlie Kerfeld,21,US,,R,R,"6' 6""",225,"Sep 28, 1963",1st,11,6,11,11,11,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1985,Bob Knepper,31,US,,L,L,"6' 3""",195,"May 25, 1954",10,38,37,38,37,37,0,0,0,0,0,0,0,0,0,-,1,0,1,No,No
1985,Mark Knudson,24,US,,R,R,"6' 5""",215,"Oct 28, 1960",1st,2,2,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1985,Mike Madden,28,US,,L,L,"6' 1""",190,"Jan 13, 1957",3,13,0,13,13,13,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1985,Ron Mathis,26,US,,R,R,"6' 0""",175,"Sep 25, 1958",1st,23,8,23,23,23,0,0,0,0,0,0,0,0,0,-,0,0,-1.8,No,No
1985,John Mizerock,24,US,,L,R,"5' 11""",190,"Dec 8, 1960",2,15,11,15,15,0,15,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1985,Jerry Mumphrey,32,US,,B,R,"6' 2""",185,"Sep 9, 1952",12,130,113,130,126,0,0,0,0,0,0,0,58,68,126,-,11,0,0.9,No,No
1985,Joe Niekro,40,US,,R,R,"6' 1""",185,"Nov 7, 1944",19,32,32,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,2.3,No,No
1985,Jim Pankovits,29,US,,R,R,"5' 10""",170,"Aug 6, 1955",2,75,36,75,53,0,0,0,21,1,1,14,0,20,33,-,27,1,0.3,No,No
1985,Bert Peña,25,PR,,R,R,"5' 11""",165,"Jul 11, 1959",4,20,6,20,14,0,0,0,2,7,6,0,0,0,0,-,6,3,0.3,No,No
1985,Terry Puhl,28,CA,,L,R,"6' 2""",195,"Jul 8, 1956",9,57,52,57,53,0,0,0,0,0,0,1,0,53,53,-,4,0,1.2,No,No
1985,Craig Reynolds,32,US,,L,R,"6' 1""",175,"Dec 27, 1952",11,107,89,107,102,0,0,0,1,0,102,0,0,0,0,-,11,2,2.1,No,No
1985,Germán Rivera,24,PR,,R,R,"6' 2""",195,"Jul 6, 1960",3,13,9,13,11,0,0,0,0,11,0,0,0,0,0,-,3,0,-0.1,No,No
1985,Mark Ross,30,US,,R,R,"6' 0""",195,"Aug 8, 1954",3,8,0,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1985,Nolan Ryan,38,US,,R,R,"6' 2""",170,"Jan 31, 1947",19,35,35,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,1.5,Yes,Yes
